payment_id,order_id,payment_sequence,payment_type,installments,payment_value,payment_status
PAY000007776,ORD00007052,1,voucher,1,711.34,approved
PAY000007777,ORD00007053,1,boleto,1,1102.17,approved
PAY000007778,ORD00007054,1,boleto,1,205.77,approved
PAY000007779,ORD00007055,1,boleto,1,731.37,approved
PAY000007780,ORD00007056,1,credit_card,12,826.86,approved
PAY000007781,ORD00007057,1,credit_card,12,450.87,approved
PAY000007782,ORD00007058,1,credit_card,1,1015.96,approved
PAY000007783,ORD00007059,1,credit_card,2,1085.16,approved
PAY000007784,ORD00007059,2,boleto,1,99.36,approved
PAY000007785,ORD00007060,1,boleto,1,590.84,approved
PAY000007786,ORD00007061,1,credit_card,3,557.92,approved
PAY000007787,ORD00007062,1,boleto,1,1108.61,approved
PAY000007788,ORD00007063,1,boleto,1,35.74,approved
PAY000007789,ORD00007063,2,debit_card,1,785.13,approved
PAY000007790,ORD00007064,1,debit_card,1,298.47,approved
PAY000007791,ORD00007065,1,credit_card,6,1053.15,approved
PAY000007792,ORD00007066,1,credit_card,3,355.2,approved
PAY000007793,ORD00007067,1,credit_card,12,714.39,approved
PAY000007794,ORD00007068,1,credit_card,3,1088.12,approved
PAY000007795,ORD00007069,1,credit_card,6,23.82,approved
PAY000007796,ORD00007070,1,credit_card,1,757.97,approved
PAY000007797,ORD00007071,1,debit_card,1,486.63,refunded
PAY000007798,ORD00007072,1,credit_card,3,845.25,approved
PAY000007799,ORD00007073,1,boleto,1,699.39,approved
PAY000007800,ORD00007074,1,credit_card,6,1169.48,approved
PAY000007801,ORD00007075,1,credit_card,2,960.71,approved
PAY000007802,ORD00007075,2,credit_card,1,919.94,approved
PAY000007803,ORD00007076,1,debit_card,1,659.96,approved
PAY000007804,ORD00007077,1,boleto,1,138.39,approved
PAY000007805,ORD00007078,1,credit_card,12,543.66,approved
PAY000007806,ORD00007079,1,credit_card,12,617.81,approved
PAY000007807,ORD00007080,1,boleto,1,58.13,approved
PAY000007808,ORD00007081,1,boleto,1,140.12,approved
PAY000007809,ORD00007082,1,credit_card,2,313.62,approved
PAY000007810,ORD00007083,1,boleto,1,461.97,refunded
PAY000007811,ORD00007083,2,credit_card,2,972.9,refunded
PAY000007812,ORD00007084,1,credit_card,6,454.98,approved
PAY000007813,ORD00007085,1,debit_card,1,174.64,refunded
PAY000007814,ORD00007086,1,boleto,1,162.21,approved
PAY000007815,ORD00007087,1,credit_card,6,670.32,refunded
PAY000007816,ORD00007088,1,credit_card,6,995.11,approved
PAY000007817,ORD00007089,1,credit_card,2,444.96,approved
PAY000007818,ORD00007090,1,credit_card,12,891.97,approved
PAY000007819,ORD00007091,1,credit_card,12,774.65,approved
PAY000007820,ORD00007092,1,voucher,1,406.94,approved
PAY000007821,ORD00007093,1,boleto,1,537.91,approved
PAY000007822,ORD00007093,2,credit_card,2,888.13,approved
PAY000007823,ORD00007094,1,credit_card,6,785.98,approved
PAY000007824,ORD00007095,1,credit_card,3,426.84,approved
PAY000007825,ORD00007096,1,credit_card,6,542.1,refunded
PAY000007826,ORD00007097,1,credit_card,1,488.77,approved
PAY000007827,ORD00007098,1,voucher,1,668.59,approved
PAY000007828,ORD00007099,1,credit_card,6,907.28,approved
PAY000007829,ORD00007100,1,credit_card,3,403.26,refunded
PAY000007830,ORD00007101,1,credit_card,6,579.89,approved
PAY000007831,ORD00007102,1,debit_card,1,1029.81,approved
PAY000007832,ORD00007103,1,credit_card,6,406.15,approved
PAY000007833,ORD00007104,1,voucher,1,128.96,approved
PAY000007834,ORD00007105,1,credit_card,12,1139.0,approved
PAY000007835,ORD00007106,1,voucher,1,266.13,approved
PAY000007836,ORD00007107,1,boleto,1,247.63,approved
PAY000007837,ORD00007108,1,credit_card,1,1087.82,approved
PAY000007838,ORD00007109,1,boleto,1,667.8,approved
PAY000007839,ORD00007110,1,credit_card,3,275.69,approved
PAY000007840,ORD00007111,1,credit_card,6,898.66,approved
PAY000007841,ORD00007112,1,credit_card,2,995.67,refunded
PAY000007842,ORD00007113,1,credit_card,3,722.66,approved
PAY000007843,ORD00007114,1,voucher,1,93.65,approved
PAY000007844,ORD00007115,1,credit_card,3,611.67,approved
PAY000007845,ORD00007115,2,boleto,1,224.68,approved
PAY000007846,ORD00007116,1,credit_card,3,405.09,refunded
PAY000007847,ORD00007117,1,debit_card,1,903.0,approved
PAY000007848,ORD00007118,1,boleto,1,340.74,approved
PAY000007849,ORD00007118,2,credit_card,2,555.64,approved
PAY000007850,ORD00007119,1,credit_card,1,674.75,approved
PAY000007851,ORD00007120,1,credit_card,3,794.76,approved
PAY000007852,ORD00007121,1,credit_card,1,1112.3,approved
PAY000007853,ORD00007122,1,boleto,1,600.99,refunded
PAY000007854,ORD00007123,1,credit_card,1,226.11,approved
PAY000007855,ORD00007124,1,boleto,1,865.55,approved
PAY000007856,ORD00007125,1,credit_card,6,789.56,approved
PAY000007857,ORD00007126,1,credit_card,12,901.77,approved
PAY000007858,ORD00007127,1,boleto,1,863.7,approved
PAY000007859,ORD00007128,1,boleto,1,478.78,approved
PAY000007860,ORD00007129,1,boleto,1,1015.77,approved
PAY000007861,ORD00007130,1,credit_card,1,1137.62,approved
PAY000007862,ORD00007131,1,boleto,1,20.22,approved
PAY000007863,ORD00007131,2,credit_card,1,1193.31,approved
PAY000007864,ORD00007132,1,debit_card,1,79.91,approved
PAY000007865,ORD00007132,2,credit_card,3,814.76,approved
PAY000007866,ORD00007133,1,voucher,1,24.05,approved
PAY000007867,ORD00007134,1,credit_card,3,1186.49,approved
PAY000007868,ORD00007135,1,credit_card,3,401.17,approved
PAY000007869,ORD00007135,2,credit_card,1,634.59,approved
PAY000007870,ORD00007136,1,debit_card,1,531.62,approved
PAY000007871,ORD00007137,1,debit_card,1,174.89,approved
PAY000007872,ORD00007138,1,debit_card,1,414.02,approved
PAY000007873,ORD00007139,1,credit_card,2,1026.8,approved
PAY000007874,ORD00007140,1,debit_card,1,1109.21,approved
PAY000007875,ORD00007141,1,credit_card,1,597.62,approved
PAY000007876,ORD00007142,1,boleto,1,131.86,approved
PAY000007877,ORD00007143,1,debit_card,1,670.84,approved
PAY000007878,ORD00007144,1,credit_card,12,692.33,approved
PAY000007879,ORD00007145,1,credit_card,2,962.53,refunded
PAY000007880,ORD00007146,1,credit_card,3,704.95,approved
PAY000007881,ORD00007147,1,credit_card,1,1112.33,approved
PAY000007882,ORD00007148,1,credit_card,12,168.2,approved
PAY000007883,ORD00007149,1,boleto,1,316.17,approved
PAY000007884,ORD00007150,1,debit_card,1,745.95,approved
PAY000007885,ORD00007151,1,credit_card,12,727.65,approved
PAY000007886,ORD00007152,1,credit_card,2,1195.89,refunded
PAY000007887,ORD00007153,1,credit_card,2,987.19,approved
PAY000007888,ORD00007154,1,credit_card,2,696.76,approved
PAY000007889,ORD00007155,1,credit_card,12,552.08,approved
PAY000007890,ORD00007156,1,voucher,1,973.38,approved
PAY000007891,ORD00007157,1,credit_card,6,64.97,approved
PAY000007892,ORD00007158,1,credit_card,2,674.85,approved
PAY000007893,ORD00007159,1,credit_card,3,674.43,approved
PAY000007894,ORD00007160,1,credit_card,12,85.22,approved
PAY000007895,ORD00007161,1,credit_card,2,882.14,approved
PAY000007896,ORD00007162,1,credit_card,1,376.8,approved
PAY000007897,ORD00007162,2,credit_card,3,506.81,approved
PAY000007898,ORD00007163,1,credit_card,12,1183.88,approved
PAY000007899,ORD00007164,1,credit_card,6,93.92,refunded
PAY000007900,ORD00007165,1,boleto,1,447.97,approved
PAY000007901,ORD00007166,1,credit_card,3,739.15,approved
PAY000007902,ORD00007167,1,credit_card,6,711.18,approved
PAY000007903,ORD00007168,1,credit_card,3,1029.0,approved
PAY000007904,ORD00007169,1,credit_card,3,850.2,approved
PAY000007905,ORD00007170,1,credit_card,6,464.87,refunded
PAY000007906,ORD00007170,2,boleto,1,747.65,refunded
PAY000007907,ORD00007171,1,credit_card,12,799.99,approved
PAY000007908,ORD00007172,1,credit_card,1,100.79,approved
PAY000007909,ORD00007173,1,boleto,1,1020.94,approved
PAY000007910,ORD00007174,1,credit_card,12,714.01,approved
PAY000007911,ORD00007175,1,credit_card,12,1021.3,approved
PAY000007912,ORD00007176,1,credit_card,2,236.57,approved
PAY000007913,ORD00007177,1,boleto,1,125.26,approved
PAY000007914,ORD00007178,1,credit_card,1,382.44,approved
PAY000007915,ORD00007179,1,debit_card,1,794.18,approved
PAY000007916,ORD00007179,2,voucher,1,524.77,approved
PAY000007917,ORD00007180,1,credit_card,6,805.6,approved
PAY000007918,ORD00007181,1,boleto,1,593.37,approved
PAY000007919,ORD00007181,2,credit_card,6,843.66,approved
PAY000007920,ORD00007182,1,credit_card,3,1107.38,approved
PAY000007921,ORD00007183,1,voucher,1,515.46,approved
PAY000007922,ORD00007184,1,credit_card,3,899.75,approved
PAY000007923,ORD00007185,1,credit_card,1,1197.45,approved
PAY000007924,ORD00007186,1,credit_card,2,644.42,approved
PAY000007925,ORD00007187,1,credit_card,2,834.56,approved
PAY000007926,ORD00007188,1,credit_card,6,539.51,approved
PAY000007927,ORD00007189,1,credit_card,2,1068.1,approved
PAY000007928,ORD00007190,1,voucher,1,677.08,approved
PAY000007929,ORD00007191,1,debit_card,1,901.83,approved
PAY000007930,ORD00007192,1,credit_card,2,913.9,refunded
PAY000007931,ORD00007193,1,credit_card,3,621.33,approved
PAY000007932,ORD00007194,1,credit_card,3,220.25,refunded
PAY000007933,ORD00007195,1,credit_card,2,895.55,approved
PAY000007934,ORD00007196,1,debit_card,1,1196.28,approved
PAY000007935,ORD00007197,1,credit_card,1,272.23,approved
PAY000007936,ORD00007198,1,boleto,1,1006.87,approved
PAY000007937,ORD00007199,1,credit_card,1,1160.96,refunded
PAY000007938,ORD00007200,1,boleto,1,904.9,approved
PAY000007939,ORD00007201,1,credit_card,1,324.71,approved
PAY000007940,ORD00007202,1,credit_card,3,983.08,approved
PAY000007941,ORD00007203,1,credit_card,12,628.4,approved
PAY000007942,ORD00007204,1,boleto,1,697.59,approved
PAY000007943,ORD00007205,1,credit_card,12,534.13,approved
PAY000007944,ORD00007206,1,credit_card,2,412.22,approved
PAY000007945,ORD00007207,1,boleto,1,880.99,approved
PAY000007946,ORD00007208,1,credit_card,2,787.4,approved
PAY000007947,ORD00007209,1,credit_card,12,1153.37,approved
PAY000007948,ORD00007210,1,credit_card,1,601.23,approved
PAY000007949,ORD00007210,2,credit_card,1,864.98,approved
PAY000007950,ORD00007211,1,boleto,1,534.76,approved
PAY000007951,ORD00007212,1,credit_card,3,45.14,approved
PAY000007952,ORD00007213,1,credit_card,6,488.51,approved
PAY000007953,ORD00007213,2,credit_card,6,232.11,approved
PAY000007954,ORD00007214,1,boleto,1,789.19,approved
PAY000007955,ORD00007215,1,debit_card,1,812.24,approved
PAY000007956,ORD00007216,1,debit_card,1,960.09,approved
PAY000007957,ORD00007217,1,credit_card,1,203.04,approved
PAY000007958,ORD00007218,1,debit_card,1,175.1,approved
PAY000007959,ORD00007219,1,credit_card,1,792.39,approved
PAY000007960,ORD00007220,1,credit_card,6,776.9,refunded
PAY000007961,ORD00007221,1,debit_card,1,1025.99,approved
PAY000007962,ORD00007221,2,credit_card,12,532.86,approved
PAY000007963,ORD00007222,1,debit_card,1,956.41,approved
PAY000007964,ORD00007223,1,credit_card,2,1086.54,approved
PAY000007965,ORD00007224,1,debit_card,1,175.34,approved
PAY000007966,ORD00007225,1,boleto,1,706.28,approved
PAY000007967,ORD00007226,1,credit_card,2,247.41,approved
PAY000007968,ORD00007227,1,credit_card,3,816.88,approved
PAY000007969,ORD00007228,1,credit_card,3,696.69,approved
PAY000007970,ORD00007229,1,boleto,1,1130.19,approved
PAY000007971,ORD00007230,1,credit_card,12,458.0,approved
PAY000007972,ORD00007231,1,boleto,1,1047.75,approved
PAY000007973,ORD00007232,1,credit_card,6,45.79,approved
PAY000007974,ORD00007233,1,debit_card,1,650.87,approved
PAY000007975,ORD00007234,1,credit_card,3,284.91,approved
PAY000007976,ORD00007235,1,boleto,1,230.13,approved
PAY000007977,ORD00007235,2,credit_card,6,667.5,approved
PAY000007978,ORD00007236,1,credit_card,3,277.3,refunded
PAY000007979,ORD00007237,1,boleto,1,327.54,approved
PAY000007980,ORD00007238,1,credit_card,6,239.04,approved
PAY000007981,ORD00007238,2,credit_card,2,1077.19,approved
PAY000007982,ORD00007239,1,credit_card,6,1184.23,approved
PAY000007983,ORD00007240,1,credit_card,6,659.15,approved
PAY000007984,ORD00007241,1,credit_card,1,360.75,approved
PAY000007985,ORD00007242,1,boleto,1,1199.9,approved
PAY000007986,ORD00007243,1,credit_card,6,84.57,approved
PAY000007987,ORD00007244,1,boleto,1,505.54,approved
PAY000007988,ORD00007245,1,boleto,1,68.9,approved
PAY000007989,ORD00007246,1,credit_card,3,599.05,approved
PAY000007990,ORD00007247,1,credit_card,6,512.78,approved
PAY000007991,ORD00007248,1,debit_card,1,912.79,approved
PAY000007992,ORD00007249,1,credit_card,2,450.19,approved
PAY000007993,ORD00007250,1,credit_card,12,860.99,approved
PAY000007994,ORD00007251,1,credit_card,12,799.55,approved
PAY000007995,ORD00007252,1,credit_card,6,506.86,approved
PAY000007996,ORD00007253,1,debit_card,1,208.77,approved
PAY000007997,ORD00007254,1,credit_card,12,1005.48,approved
PAY000007998,ORD00007255,1,credit_card,6,47.26,approved
PAY000007999,ORD00007256,1,credit_card,2,132.74,approved
PAY000008000,ORD00007257,1,boleto,1,362.89,refunded
PAY000008001,ORD00007258,1,debit_card,1,821.07,approved
PAY000008002,ORD00007259,1,credit_card,2,693.09,approved
PAY000008003,ORD00007260,1,debit_card,1,67.77,approved
PAY000008004,ORD00007261,1,debit_card,1,571.94,approved
PAY000008005,ORD00007262,1,boleto,1,1140.41,approved
PAY000008006,ORD00007263,1,credit_card,3,1029.41,approved
PAY000008007,ORD00007264,1,boleto,1,983.34,approved
PAY000008008,ORD00007265,1,credit_card,2,1072.73,approved
PAY000008009,ORD00007266,1,credit_card,6,303.14,approved
PAY000008010,ORD00007267,1,credit_card,1,273.05,approved
PAY000008011,ORD00007268,1,boleto,1,885.71,approved
PAY000008012,ORD00007269,1,credit_card,1,86.15,approved
PAY000008013,ORD00007270,1,debit_card,1,821.73,approved
PAY000008014,ORD00007271,1,credit_card,6,265.77,approved
PAY000008015,ORD00007272,1,debit_card,1,466.66,approved
PAY000008016,ORD00007273,1,credit_card,6,741.08,approved
PAY000008017,ORD00007274,1,debit_card,1,451.55,approved
PAY000008018,ORD00007275,1,credit_card,3,230.9,approved
PAY000008019,ORD00007276,1,boleto,1,259.38,approved
PAY000008020,ORD00007277,1,boleto,1,1187.76,approved
PAY000008021,ORD00007278,1,debit_card,1,1149.04,approved
PAY000008022,ORD00007279,1,credit_card,1,1044.25,approved
PAY000008023,ORD00007280,1,boleto,1,930.07,refunded
PAY000008024,ORD00007281,1,debit_card,1,750.82,approved
PAY000008025,ORD00007282,1,credit_card,6,644.51,approved
PAY000008026,ORD00007283,1,debit_card,1,263.47,approved
PAY000008027,ORD00007284,1,debit_card,1,932.29,refunded
PAY000008028,ORD00007285,1,voucher,1,457.73,approved
PAY000008029,ORD00007286,1,debit_card,1,323.32,approved
PAY000008030,ORD00007287,1,boleto,1,39.91,approved
PAY000008031,ORD00007288,1,boleto,1,985.82,approved
PAY000008032,ORD00007289,1,debit_card,1,1094.51,approved
PAY000008033,ORD00007290,1,credit_card,12,89.75,approved
PAY000008034,ORD00007291,1,credit_card,1,217.66,approved
PAY000008035,ORD00007291,2,voucher,1,188.49,approved
PAY000008036,ORD00007292,1,boleto,1,429.97,approved
PAY000008037,ORD00007293,1,credit_card,6,78.23,approved
PAY000008038,ORD00007294,1,debit_card,1,971.44,refunded
PAY000008039,ORD00007295,1,voucher,1,641.92,approved
PAY000008040,ORD00007296,1,credit_card,2,830.06,approved
PAY000008041,ORD00007296,2,boleto,1,695.38,approved
PAY000008042,ORD00007297,1,credit_card,1,77.24,approved
PAY000008043,ORD00007298,1,credit_card,2,1042.02,approved
PAY000008044,ORD00007298,2,credit_card,12,652.68,approved
PAY000008045,ORD00007299,1,debit_card,1,1024.13,approved
PAY000008046,ORD00007300,1,credit_card,1,344.32,approved
PAY000008047,ORD00007301,1,boleto,1,439.7,approved
PAY000008048,ORD00007301,2,credit_card,12,27.4,approved
PAY000008049,ORD00007302,1,credit_card,2,832.75,refunded
PAY000008050,ORD00007303,1,voucher,1,177.46,refunded
PAY000008051,ORD00007304,1,credit_card,3,1015.04,refunded
PAY000008052,ORD00007305,1,credit_card,6,489.11,approved
PAY000008053,ORD00007305,2,credit_card,12,196.01,approved
PAY000008054,ORD00007306,1,credit_card,6,985.11,approved
PAY000008055,ORD00007307,1,credit_card,3,382.98,approved
PAY000008056,ORD00007308,1,voucher,1,634.62,approved
PAY000008057,ORD00007308,2,debit_card,1,848.29,approved
PAY000008058,ORD00007309,1,boleto,1,1175.97,refunded
PAY000008059,ORD00007310,1,credit_card,2,1172.25,approved
PAY000008060,ORD00007310,2,credit_card,1,116.04,approved
PAY000008061,ORD00007311,1,boleto,1,838.56,approved
PAY000008062,ORD00007312,1,credit_card,12,382.7,approved
PAY000008063,ORD00007313,1,credit_card,6,165.72,approved
PAY000008064,ORD00007314,1,credit_card,2,303.77,approved
PAY000008065,ORD00007315,1,credit_card,12,689.94,approved
PAY000008066,ORD00007315,2,credit_card,1,374.73,approved
PAY000008067,ORD00007316,1,debit_card,1,327.68,approved
PAY000008068,ORD00007317,1,credit_card,6,811.83,approved
PAY000008069,ORD00007318,1,credit_card,12,136.19,approved
PAY000008070,ORD00007319,1,debit_card,1,808.54,approved
PAY000008071,ORD00007319,2,credit_card,1,1055.78,approved
PAY000008072,ORD00007320,1,credit_card,1,547.88,approved
PAY000008073,ORD00007321,1,debit_card,1,984.87,approved
PAY000008074,ORD00007321,2,voucher,1,745.5,approved
PAY000008075,ORD00007322,1,credit_card,2,789.46,approved
PAY000008076,ORD00007323,1,debit_card,1,694.29,approved
PAY000008077,ORD00007324,1,boleto,1,305.2,refunded
PAY000008078,ORD00007324,2,credit_card,12,716.58,refunded
PAY000008079,ORD00007325,1,credit_card,2,71.35,approved
PAY000008080,ORD00007326,1,credit_card,2,609.15,approved
PAY000008081,ORD00007327,1,credit_card,2,128.67,approved
PAY000008082,ORD00007328,1,credit_card,2,132.96,approved
PAY000008083,ORD00007329,1,boleto,1,185.84,approved
PAY000008084,ORD00007330,1,debit_card,1,35.96,approved
PAY000008085,ORD00007331,1,credit_card,3,1063.94,approved
PAY000008086,ORD00007332,1,credit_card,3,579.18,approved
PAY000008087,ORD00007332,2,debit_card,1,945.93,approved
PAY000008088,ORD00007333,1,credit_card,6,1077.81,approved
PAY000008089,ORD00007334,1,credit_card,2,710.73,approved
PAY000008090,ORD00007335,1,debit_card,1,96.52,approved
PAY000008091,ORD00007336,1,credit_card,3,482.14,approved
PAY000008092,ORD00007337,1,credit_card,2,206.09,approved
PAY000008093,ORD00007338,1,credit_card,12,857.76,approved
PAY000008094,ORD00007339,1,boleto,1,184.11,approved
PAY000008095,ORD00007340,1,boleto,1,837.77,approved
PAY000008096,ORD00007341,1,boleto,1,716.7,approved
PAY000008097,ORD00007342,1,boleto,1,282.08,approved
PAY000008098,ORD00007343,1,credit_card,12,285.1,approved
PAY000008099,ORD00007344,1,boleto,1,548.63,approved
PAY000008100,ORD00007345,1,boleto,1,891.85,approved
PAY000008101,ORD00007346,1,credit_card,3,435.84,approved
PAY000008102,ORD00007346,2,boleto,1,692.7,approved
PAY000008103,ORD00007347,1,credit_card,3,1105.79,approved
PAY000008104,ORD00007348,1,credit_card,12,916.02,approved
PAY000008105,ORD00007349,1,credit_card,2,792.77,approved
PAY000008106,ORD00007350,1,credit_card,2,422.95,approved
PAY000008107,ORD00007351,1,credit_card,6,965.54,approved
PAY000008108,ORD00007352,1,boleto,1,1005.5,approved
PAY000008109,ORD00007353,1,boleto,1,882.09,approved
PAY000008110,ORD00007353,2,credit_card,1,1135.48,approved
PAY000008111,ORD00007354,1,boleto,1,1070.22,approved
PAY000008112,ORD00007355,1,boleto,1,507.23,approved
PAY000008113,ORD00007356,1,credit_card,1,811.61,approved
PAY000008114,ORD00007357,1,credit_card,2,1050.16,approved
PAY000008115,ORD00007358,1,boleto,1,959.3,approved
PAY000008116,ORD00007358,2,credit_card,12,159.12,approved
PAY000008117,ORD00007359,1,credit_card,3,1047.59,approved
PAY000008118,ORD00007360,1,credit_card,3,984.41,approved
PAY000008119,ORD00007361,1,boleto,1,69.52,approved
PAY000008120,ORD00007362,1,boleto,1,1042.54,approved
PAY000008121,ORD00007363,1,debit_card,1,1000.21,approved
PAY000008122,ORD00007364,1,credit_card,6,572.48,approved
PAY000008123,ORD00007365,1,voucher,1,306.91,approved
PAY000008124,ORD00007366,1,credit_card,2,905.69,approved
PAY000008125,ORD00007366,2,boleto,1,40.22,approved
PAY000008126,ORD00007367,1,boleto,1,649.47,approved
PAY000008127,ORD00007368,1,credit_card,6,506.63,refunded
PAY000008128,ORD00007369,1,credit_card,1,172.27,approved
PAY000008129,ORD00007370,1,boleto,1,605.29,approved
PAY000008130,ORD00007371,1,credit_card,1,995.29,approved
PAY000008131,ORD00007372,1,credit_card,3,322.73,approved
PAY000008132,ORD00007373,1,boleto,1,775.71,approved
PAY000008133,ORD00007374,1,credit_card,1,529.47,approved
PAY000008134,ORD00007375,1,credit_card,2,253.77,approved
PAY000008135,ORD00007376,1,boleto,1,815.77,approved
PAY000008136,ORD00007377,1,voucher,1,206.05,approved
PAY000008137,ORD00007377,2,boleto,1,354.61,approved
PAY000008138,ORD00007378,1,credit_card,12,139.83,approved
PAY000008139,ORD00007379,1,credit_card,6,305.6,approved
PAY000008140,ORD00007380,1,credit_card,2,843.05,approved
PAY000008141,ORD00007381,1,voucher,1,380.97,approved
PAY000008142,ORD00007382,1,boleto,1,972.47,refunded
PAY000008143,ORD00007383,1,boleto,1,806.9,approved
PAY000008144,ORD00007384,1,boleto,1,446.57,approved
PAY000008145,ORD00007385,1,credit_card,2,632.07,approved
PAY000008146,ORD00007386,1,credit_card,2,114.31,approved
PAY000008147,ORD00007386,2,boleto,1,655.28,approved
PAY000008148,ORD00007387,1,credit_card,12,493.44,approved
PAY000008149,ORD00007388,1,debit_card,1,305.96,approved
PAY000008150,ORD00007389,1,boleto,1,171.94,approved
PAY000008151,ORD00007390,1,voucher,1,521.55,approved
PAY000008152,ORD00007391,1,credit_card,1,967.04,approved
PAY000008153,ORD00007392,1,credit_card,1,75.0,approved
PAY000008154,ORD00007392,2,boleto,1,265.37,approved
PAY000008155,ORD00007393,1,debit_card,1,787.1,refunded
PAY000008156,ORD00007394,1,boleto,1,561.45,approved
PAY000008157,ORD00007395,1,credit_card,1,902.89,approved
PAY000008158,ORD00007396,1,credit_card,2,371.97,approved
PAY000008159,ORD00007397,1,debit_card,1,890.44,approved
PAY000008160,ORD00007398,1,credit_card,1,529.38,approved
PAY000008161,ORD00007399,1,credit_card,12,704.29,approved
PAY000008162,ORD00007400,1,credit_card,2,560.11,approved
PAY000008163,ORD00007401,1,voucher,1,272.79,approved
PAY000008164,ORD00007402,1,boleto,1,688.61,approved
PAY000008165,ORD00007403,1,credit_card,12,882.87,approved
PAY000008166,ORD00007404,1,boleto,1,661.3,approved
PAY000008167,ORD00007405,1,debit_card,1,972.84,approved
PAY000008168,ORD00007405,2,credit_card,2,873.15,approved
PAY000008169,ORD00007406,1,boleto,1,910.26,approved
PAY000008170,ORD00007407,1,boleto,1,256.92,approved
PAY000008171,ORD00007408,1,credit_card,2,974.36,approved
PAY000008172,ORD00007409,1,credit_card,6,737.56,approved
PAY000008173,ORD00007410,1,credit_card,1,782.17,approved
PAY000008174,ORD00007411,1,boleto,1,33.15,approved
PAY000008175,ORD00007411,2,credit_card,1,202.22,approved
PAY000008176,ORD00007412,1,boleto,1,110.9,approved
PAY000008177,ORD00007413,1,credit_card,3,632.76,approved
PAY000008178,ORD00007414,1,debit_card,1,860.7,approved
PAY000008179,ORD00007415,1,debit_card,1,875.99,approved
PAY000008180,ORD00007416,1,credit_card,12,946.19,approved
PAY000008181,ORD00007416,2,credit_card,3,151.95,approved
PAY000008182,ORD00007417,1,boleto,1,1188.95,approved
PAY000008183,ORD00007418,1,boleto,1,770.73,refunded
PAY000008184,ORD00007419,1,voucher,1,752.84,approved
PAY000008185,ORD00007420,1,debit_card,1,737.29,approved
PAY000008186,ORD00007421,1,credit_card,3,134.12,approved
PAY000008187,ORD00007422,1,debit_card,1,260.3,approved
PAY000008188,ORD00007423,1,credit_card,12,521.56,approved
PAY000008189,ORD00007424,1,boleto,1,1113.45,approved
PAY000008190,ORD00007425,1,credit_card,12,1137.06,approved
PAY000008191,ORD00007426,1,credit_card,6,799.07,approved
PAY000008192,ORD00007427,1,credit_card,3,29.68,approved
PAY000008193,ORD00007428,1,credit_card,3,421.97,approved
PAY000008194,ORD00007428,2,credit_card,1,176.79,approved
PAY000008195,ORD00007429,1,credit_card,6,250.27,approved
PAY000008196,ORD00007430,1,credit_card,3,362.41,approved
PAY000008197,ORD00007431,1,credit_card,3,389.54,approved
PAY000008198,ORD00007431,2,boleto,1,641.89,approved
PAY000008199,ORD00007432,1,boleto,1,1135.44,approved
PAY000008200,ORD00007433,1,credit_card,2,754.12,approved
PAY000008201,ORD00007434,1,credit_card,6,584.45,approved
PAY000008202,ORD00007435,1,credit_card,12,992.99,approved
PAY000008203,ORD00007436,1,boleto,1,807.78,approved
PAY000008204,ORD00007437,1,boleto,1,777.74,approved
PAY000008205,ORD00007438,1,credit_card,6,1069.49,approved
PAY000008206,ORD00007439,1,credit_card,3,141.52,approved
PAY000008207,ORD00007440,1,credit_card,12,128.78,approved
PAY000008208,ORD00007440,2,credit_card,12,375.29,approved
PAY000008209,ORD00007441,1,boleto,1,980.16,approved
PAY000008210,ORD00007442,1,credit_card,1,459.19,approved
PAY000008211,ORD00007443,1,debit_card,1,1175.58,refunded
PAY000008212,ORD00007444,1,debit_card,1,516.8,refunded
PAY000008213,ORD00007445,1,credit_card,1,549.23,approved
PAY000008214,ORD00007446,1,credit_card,2,395.78,approved
PAY000008215,ORD00007447,1,credit_card,6,581.06,refunded
PAY000008216,ORD00007448,1,credit_card,2,786.13,approved
PAY000008217,ORD00007449,1,credit_card,1,932.55,approved
PAY000008218,ORD00007450,1,credit_card,6,21.49,approved
PAY000008219,ORD00007451,1,credit_card,1,654.43,approved
PAY000008220,ORD00007452,1,credit_card,2,24.31,approved
PAY000008221,ORD00007453,1,credit_card,2,774.55,approved
PAY000008222,ORD00007454,1,credit_card,3,603.89,approved
PAY000008223,ORD00007455,1,credit_card,12,1172.98,approved
PAY000008224,ORD00007456,1,boleto,1,1050.38,approved
PAY000008225,ORD00007457,1,credit_card,12,821.53,approved
PAY000008226,ORD00007458,1,boleto,1,360.5,approved
PAY000008227,ORD00007459,1,credit_card,2,388.34,approved
PAY000008228,ORD00007460,1,credit_card,12,1157.97,approved
PAY000008229,ORD00007461,1,boleto,1,1183.25,approved
PAY000008230,ORD00007462,1,debit_card,1,700.16,approved
PAY000008231,ORD00007463,1,credit_card,3,727.44,approved
PAY000008232,ORD00007464,1,credit_card,1,739.15,approved
PAY000008233,ORD00007465,1,debit_card,1,757.94,approved
PAY000008234,ORD00007466,1,boleto,1,746.48,approved
PAY000008235,ORD00007466,2,credit_card,6,174.35,approved
PAY000008236,ORD00007467,1,debit_card,1,170.75,approved
PAY000008237,ORD00007468,1,credit_card,3,736.75,approved
PAY000008238,ORD00007469,1,voucher,1,36.77,approved
PAY000008239,ORD00007470,1,credit_card,12,1088.69,approved
PAY000008240,ORD00007471,1,debit_card,1,1034.66,approved
PAY000008241,ORD00007472,1,debit_card,1,1054.81,approved
